,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
19596,VpW40mznMS43CqdbelX2wA,1,2013-07-12,1,ukaNY7YuR_Isx8ZEBSt3cg,5,"I have no idea how anyone could give this place less than five stars. Unless you were expecting it to actually be Italy?

It's in Phoenix. Hello? It's next to a Water and Ice. If you're expecting a five star hotel then you're going to the wrong place. If you are a true foody and love hole in the wall-owner serves you-best italian food in AZ type places then this is your place.

The bruchetta is AMAZING. I don't know where they get their tomotoes, but I would gladly give a whole month's salary to find out.

The Bolognese Ragu is so so so good. I can't order anything else. My husband always gets the chicken parmsean with the homemade pasta and it's to die for. I think the prices are right for what you're getting. I would gladly pay $200 for the bolegnese ragu.

The desserts are amazing as well. All I can say is if you love food and your in this area GO.",review,2,9WcvvPTeTXJkO0SEp8VnLQ
19597,VpW40mznMS43CqdbelX2wA,3,2013-07-18,2,m8KvOa0RKO4jRDT0ugCfqA,5,"If when you go out for Italian Food and you think that Olive Garden, Buca di Beppo or even Babbo has great Italian Food, Giuseppe's is probably NOT the place for you. 

If like me, you grew up thinking that your friend Vinnie's mothers daily offering of Italian Food, with aromas wafting all through the apartment building, was something very special and real Italian Food - THIS IS IT! You will have found Nirvana, as have I!

Until now, I had almost given up hope for what I call ""Old World Italian Food"" prepared with love and the most incredible ingredients available. It is here and being served in a friendly small environment by a knowledgeable and wonderful wait staff.  Not to mention that  the Owner is usually present and generally talks to everyone, making certain that all are satisfied. Now I ask you, is that PRIDE or what?

Based on talking with adjacent Diners, everything on the Menu;  both the ""Today's Menu"" (Changes sometimes daily) and the ""Full Menu,"" seems to be pretty fabulous and receiving ""Rave Reviews"" from my fellow Diners!

Looking at previous Reviews, as well as Guy Fieri's recommendation, I had to have the Bolognese Ragu on my first visit. I have yet to have everything on the menu, but here are the choices I have made on my visits to date and each is NOT to be missed:

        Bolognese Ragu - Don't ask! Just order it. Seven meats and homemade  
        Pasta that lives up to all of the previous fabulous Reviews! Like so many 
        before me, I am not certain I can eat here ever without having this incredible 
        dish, which leaves little room for anything else. Share with a friend so you can 
        have more of their remarkable dishes.

        Burrata (Appetizer) - Mozzarella like you have never had. Do NOT overlook it 
        if  it is available. The description doesn't do it justice, but it is described as 
        a ""ball of mozzarella filled with shredded mozzarella and cream."" If you love 
        Mozzarella -this is ""MOZZARELLA MECCA!"" 

        Antipasto (Appetizer) - An absolute work of art! Do NOT be fooled by the 
        Menu designation of Small (they also have Large), it is NOT small, but can be 
        shared by two (I refuse to share!)  Incredible morsels of meat, cheese and 
        vegetables, with the proper amount of dressing.

        Pasta e Fagioli (Appetizer) - I have a friend who says you can judge ALL 
        Italian Restaurant by their Pasta e Fagioli. This is a light (meant to be, it's an 
        Appetizer!) flavorful mixture of beans and pasta that is oh so satisfying, with 
        just a hint of spice.

        Spaghetti and our Famous Meatballs - Not to be confused with your Mothers, 
        as she probably could not make this rendition. The meatballs in my sampling 
        were made from Veal with Ricotta and other special ingredients. If spaghetti 
        and meatballs were like this everywhere, we would all be Italian! Hint - you 
        can have the meatballs alone as an appetizer or a side dish.

        Bread and Olive Oil - Nothing remarkable about the bread here, which is a 
        surprise, but it is the Olive Oil (with Giuseppe's label on it) that is the star. No 
        Balsamic needed, just pure goodness with salt and pepper to your own taste. 
        Take a bottle home (I have!) and pair it with your favorite bread.

Giuseppe's has definitely replaced The Restaurant (Now Pizzeria Bianco) as my favorite Phoenix Italian Restaurant. The love, pride and caring that has gone into each and every dish is more than apparent. There is no need to go elsewhere, unless for a diversion you wish to go to Andreoli Italian Grocer for their bread! Between these two you will be in ""Italian Food Heaven!""",review,5,Phj1jHdpcPPBE1hNg9-Tqw
19598,VpW40mznMS43CqdbelX2wA,1,2013-07-21,1,HBAoleext3btF8Trq7ia6A,5,"Scuse me sir..... May I have som more please...

This place is good! 

Homemade, fresh, well prepared... And yea a bit expensive.... 

This is so aaaaa ,,,,,,get what you pay for situation here folks....

Bolognese amazing....

I could go on but.... Geeez get up get out and get some.....",review,2,cc-NjTz637u7EtFd83dn_w
19601,VpW40mznMS43CqdbelX2wA,1,2013-07-27,1,LAgyA5P9JHFgN7WCo9WxMQ,5,Wow! Tiny little place in a strip mall serving up great Italian food! The Risotto Rice Balls are delicious. Service is friendly - and welcoming. Give it a try?,review,1,wcL-ND3oAPlawc1I2FHbjw
19602,VpW40mznMS43CqdbelX2wA,1,2013-08-16,1,iZSl7nUJY3WlMD-giKtt5w,5,"We have been going to Giuseppe's on 28th for over 10 years when it was first a BYOB. But, we love the fact that they now offer a wonderful wine list and Italian beer. The owner is always in the restaurant and there to offer you special dishes or suggestions when it comes to wine. It is authentic Italian food as he learned to cook in Florence. Just love this place!!! You won't be disappointed!",review,1,S2x9t5X29WUd1KeFkJuTnQ
19604,VpW40mznMS43CqdbelX2wA,2,2013-08-25,2,VT6QL5nAeXZ1LzMhxEa6ZA,5,"What a wonderful experience! We actually were told about this local gem by a waiter at another restaurant. Then we found out that they had also been featured on one of my favorite shows, Diners and Drive Ins so I figured if it got raves from Guy I couldn't pass up a chance to visit too. From the first friendly hello when you enter the door you are treated as if you are an old friend even if  you're a first time visitor like I was.
  The food is amazing. Homemade pasta is so yummy. Be advised, portions are very generous-so share or be prepared to take home leftovers, which is not a bad thing. Everything from appetizers to deserts can be shared and you will still leave feeling very satisfied and very happy that you have been to Giuseppe's on 28th.",review,2,ck9cr1Hs1rVrY9_3XjYJtg
19606,VpW40mznMS43CqdbelX2wA,1,2013-09-13,1,CBLienmnI9d736_v-0YVBw,5,"I love this place! It's one of my favorite restaurants in Phoenix, definitely the best Italian in town I've had. Everything is so fresh, made from scratch and delicious; I love their homemade pasta! They also offer gluten-fee pasta, which I greatly appreciate. Yum! The service is also very friendly.",review,1,SInpm1Y38JVB0DHwLKx1yQ
19607,VpW40mznMS43CqdbelX2wA,1,2013-10-07,1,B8XEOEtmNjr1jtS32FbqLw,5,"MAMA MIA!! LOVE this quaint little Italian joint!
Cozy atmosphere with fantastic food and service.

I will be back for more! :)",review,1,p6oaG4oV4uWg4v1kPWWjTw
19609,VpW40mznMS43CqdbelX2wA,1,2013-10-17,1,RrJPPjzo9PazdwPKZ9bNNA,5,"This is one of my favorite Italian restaurants that reminds me a lot of the little Italian family style restaurants you can find in little Italy and other places around NYC. I come here about 3-4 times a month to get my Italian fix:) The staff is super friendly and treats you like your family. The owner, Richard, is often there and loves to talk so get ready for a great conversation about the history of the restaurant etc!  Its a very small restaurant and seating is limited. I personally like sitting inside because its warm and cozy! There is outside seating but it looks out onto a shopping center parking lot which to me is not appealing to me at all. The food here is AMAZING! Portions are quite large and can easily be spit in half to share. They have been on the TV show Diner, Drive-ins and Dives, which is where I got my motivation to make the drive over there. I would recommend the calamari to start and/or the bruschetta, which offers 4 choices of toppings. For the main course I always get the Spagetti Neri, which is squid ink pasta with a TON of seafood. If you like seafood this is definitely the dish for you! The Bolognese is also an excellent choice. To top it off at the end of my meal I like to take a conolli, which is always made fresh and oh so yummy!",review,1,kpo20fBM7l-C5yX5gcAd5w
19612,VpW40mznMS43CqdbelX2wA,1,2013-10-29,1,uwWsOpArVJ_wozcJy1QJJQ,5,"We had the signature bolognese, spaghetti and meatballs, and the penne al salmone.  I'm not Italian but I know that all the dishes we had tonight were made from scratch and with great ingredients.",review,2,Ma2Ri12YUxxnlJoIFxq1zQ
19613,VpW40mznMS43CqdbelX2wA,1,2013-11-08,1,I86WH_oyBToCKX-MvWnRBw,5,"Flawless experience! Service was amazing, very friendly staff! Great lil mom and pop type feel to it. Food was out of this world. Very laid back atmosphere.. Nice surprise for a little hole in the wall Italian restaurant. The lasagna and veal meatballs were on point!",review,1,3OK7JYgsurwOkmZE1i6RxQ
19614,VpW40mznMS43CqdbelX2wA,1,2013-11-26,1,aLTNuHQe7b-GlyPpw7ikvw,5,Richard never disappoints. The food is always amazing. The wine perfecto.. And the service great. What's not to like.,review,1,9ipsi1pGUSySmsWM8-J4Tw
19615,VpW40mznMS43CqdbelX2wA,1,2013-11-26,1,Vs5yeT3N2_sSs5XbxxtJOQ,5,"A small little restaurant with big taste.

I had the pasta fagioli, casear salad and lasagna. The soup was excellent. Nice and light. The salad was superb!! Fresh crispy romaine lightly tossed with fresh dressing. Definitely not bottled.

The lasagna, although small in portion, was RICH. It was simple and not overpowered by sausage and frill. The cheese...oh my the cheese! They do not skimp on cheese. Every single fattening cheesy bite was worth it!

It was nice to see the owner in there and he gladly took a picture with our group. Very cool!",review,1,07_3pjVwkKZIieVdHlbbXw
19623,VpW40mznMS43CqdbelX2wA,0,2014-01-22,1,bCkaoIApwqJ7BvZGHyuuJw,5,"The paso buco was excellent. The service was friendly and efficient. A bit pricy, but the serving size was very good; two of us happily fed. Must mention the great sauce, rich and perfectly seasoned. We started with a Giuseppe salad, which was also large and satisfying. Strong recommendation .",review,1,vtedgK7wCKBqRyPOh6alPg
19630,VpW40mznMS43CqdbelX2wA,1,2014-04-16,1,MbiHAbgJzege46lmue-IQw,5,"Everything was great! The apps were okay we got the bruschetta and pasta fagioli I was raised Italian some I'm pretty critical om those two things.. We ordered gnocchi with the pink cream sauce , shrimp ravioli with garlic butter sauce with red pepper flakes let me say when you cut into the ravioli the oil blends so good and the ricotta just melts out.. Last the eggplant app which was like a round eggplant pizza with no bread it was eggplant done right !! Sliced thin and fried perfect you need to eat here !!! New Jersey New York style right in Phoenix !",review,1,YjI_dT4TS7yfgWCCN4lgQQ
